,subject,session,scan,bias_max,bias_med,bias_min,cnr,efc,fber,fwhm,fwhm_x,fwhm_y,fwhm_z,icvs_csf,icvs_gm,icvs_wm,qi1,rpve_csf,rpve_gm,rpve_wm,size_x,size_y,size_z,snr,snr_csf,snr_gm,snr_wm,spacing_x,spacing_y,spacing_z,summary_mean_bg,summary_mean_csf,summary_mean_gm,summary_mean_wm,summary_p05_bg,summary_p05_csf,summary_p05_gm,summary_p05_wm,summary_p95_bg,summary_p95_csf,summary_p95_gm,summary_p95_wm,summary_stdv_bg,summary_stdv_csf,summary_stdv_gm,summary_stdv_wm
40,sub-304,ses-FU,T1w,1.54476487637,0.456643283367,0.224149256945,1.41895294189,0.407185704512,379.462219238,2.12367,2.08092,2.25512,2.04097,0.139290271194,0.397209445949,0.463500282857,0.369874658311,80125.03125,125893.195312,114644.710938,170,256,256,3.40537643433,2.37451148033,3.211332798,4.6302857399,1.0,1.0,1.0,640.582092285,298.634857178,360.77520752,614.354614258,276.643707275,57.8089904785,48.9374389648,96.1578422546,1025.48962402,911.01574707,653.451538086,1035.02905273,239.017532349,293.391296387,186.169082642,294.337585449
41,sub-103,ses-FU,T1w,1.65970027447,0.438831686974,0.220893964171,1.19749462605,0.444116421464,295.753417969,2.10945,2.08538,2.21231,2.0346,0.160162483454,0.370141857595,0.469695658951,0.364858245055,86248.0703125,149615.671875,148843.90625,170,256,256,3.20645523071,2.13120794296,3.14533185959,4.34282636642,0.999999940395,1.0,1.0,857.276428223,381.503082275,485.42098999,803.612854004,344.038085938,86.0095214844,69.3369064331,123.853927612,1382.76843262,1104.89147949,904.488891602,1389.38452148,317.843475342,328.419158936,256.234283447,388.43762207
42,sub-318,ses-FU,T1w,1.38515233994,0.41986605525,0.207199171185,1.23065006733,0.464092363821,233.384719849,2.11698,2.05169,2.23528,2.06873,0.14377184251,0.402853128018,0.453375029472,0.408133515456,90633.6171875,147031.609375,135545.125,170,256,256,2.88879776001,1.9988309145,2.71845579147,3.94910597801,1.0,1.0,0.999999940395,792.709350586,378.744476318,452.966125488,760.98236084,326.126495361,66.8559341431,62.7794799805,109.951568604,1292.85864258,1141.44274902,826.963623047,1304.50598145,307.924285889,384.482940674,232.420730591,374.72454834
43,sub-306,ses-BL,T1w,1.05351817608,0.394362986088,0.222600698471,1.68301856518,0.40609209186,57.9271240234,3.11468,3.02852,3.57075,2.79415,0.155570583416,0.393100432685,0.4513289839,0.506934540419,90822.3046875,145638.828125,68569.296875,256,182,256,2.66683125496,1.43442702293,2.4415242672,4.12454271317,0.879999935627,1.19999992847,0.879999995232,534.801086426,167.036987305,293.855743408,620.476196289,198.205718994,62.3322944641,42.4434776306,156.787689209,881.673706055,286.099609375,543.357055664,919.264465332,229.058166504,125.241943359,156.657394409,245.098876953
44,sub-319,ses-FU,T1w,1.84369874001,0.377333074808,0.185574382544,1.36290633678,0.433215738615,353.87689209,2.16026,2.12498,2.26491,2.09468,0.14484633486,0.383979721439,0.471173943701,0.304023126957,82866.7890625,148889.703125,141759.140625,170,256,256,3.49361419678,2.47473430634,3.32160115242,4.68450737,1.0,1.0,1.0,838.758911133,408.384796143,474.391906738,778.693786621,366.433959961,83.1618728638,74.5289306641,98.3789138794,1360.15307617,1155.19848633,875.715026855,1372.57458496,312.296783447,364.712005615,245.538787842,391.597442627
45,sub-109,ses-FU,T1w,3.30960464478,0.714433073997,0.348603546619,1.19289660454,0.437183209819,275.70199585,2.05291,1.99456,2.16243,2.00595,0.169582452913,0.396858842582,0.433558704505,0.531826919589,83037.3359375,152590.4375,149282.703125,170,256,256,3.09760069847,1.9925737381,3.05366587639,4.24656248093,1.0,1.0,1.0,831.29888916,364.365203857,485.452209473,767.152038574,317.158966064,82.4613342285,67.9628677368,104.738235474,1389.45837402,1057.1965332,913.719909668,1389.45837402,329.733734131,330.455871582,256.805633545,397.500305176
46,sub-305,ses-FU,T1w,1.44676840305,0.539837956429,0.278927922249,1.49654519558,0.391020219327,270.990631104,2.07133,2.04594,2.16372,2.00749,0.157237880482,0.394717817571,0.448044301946,0.600062218219,78059.046875,139859.421875,143317.875,256,256,170,4.06228113174,2.78601288795,3.95214247704,5.44868755341,0.999999940395,1.0,1.0,995.087097168,465.207702637,579.96697998,913.089538574,408.71572876,90.3477020264,97.5181350708,131.649841309,1599.01074219,1348.04492188,1066.6260376,1606.18115234,373.222839355,427.720123291,295.112121582,457.674682617
47,sub-119,ses-FU,T1w,1.08643054962,0.33685708046,0.151956945658,0.836615860462,0.464355724746,179.787338257,2.07731,2.07233,2.15738,2.00502,0.176280553121,0.348905433219,0.474814013661,0.435032139578,81892.2578125,146431.625,174872.09375,170,256,256,2.92247986794,2.10700774193,2.91190814972,3.74852395058,1.0,1.0,1.0,848.152404785,427.90536499,476.282073975,740.573852539,362.616851807,87.5282058716,81.5887832642,85.0276412964,1337.93115234,1131.61462402,914.356628418,1312.9230957,301.380462646,349.601898193,256.999725342,364.944549561
48,sub-123,ses-FU,T1w,2.65406227112,0.77473461628,0.323507517576,0.887249827385,0.509841218087,242.122238159,2.08536,1.99082,2.16903,2.10014,0.17421932654,0.427706157498,0.398074515962,0.648545115987,97654.2890625,192145.15625,209095.765625,170,256,256,3.08332514763,2.07291316986,3.14490628242,4.0321559906,0.999999940395,1.0,1.0,793.772277832,371.188751221,486.079925537,664.758056641,323.345550537,70.4893264771,79.1552200317,80.7074127197,1312.78295898,1021.77191162,937.702087402,1275.01611328,310.234100342,324.341369629,260.965545654,364.34286499
49,sub-218,ses-FU,T1w,1.55425107479,0.458074837923,0.227392345667,1.26596283913,0.43048836812,208.554168701,2.20561,2.16723,2.31243,2.14098,0.161730744621,0.364447949173,0.473821306206,0.364598903837,82757.2734375,135666.296875,119702.273438,170,256,256,2.9974668026,1.96775186062,2.879342556,4.14530563354,1.0,1.0,1.0,852.002197266,376.056060791,473.594116211,835.427856445,319.846160889,84.8571395874,63.9692268372,134.335891724,1416.46154785,1135.78027344,900.79119873,1436.04394531,339.357940674,355.257751465,255.392349243,399.8565979
50,sub-127,ses-FU,T1w,2.26433825493,0.681981682777,0.296623051167,0.862936317921,0.477896435879,259.456848145,1.97503,1.89518,2.03662,1.996,0.177467504173,0.437351183209,0.385181312618,0.576417011206,108611.8125,210996.28125,238190.8125,170,256,256,3.45637392998,2.41499686241,3.54559421539,4.40853023529,1.0,1.0,1.0,694.207641602,343.314147949,431.638458252,555.00213623,284.030761719,50.2344551086,70.9521102905,48.6196937561,1147.26147461,913.353210449,835.38458252,1086.0,272.310546875,301.197662354,231.269683838,309.489807129
51,sub-309,ses-FU,T1w,1.47478461266,0.440820425749,0.223497346044,1.30816805363,0.466896618541,309.742706299,2.20768,2.17602,2.3474,2.10648,0.132844812672,0.411206013938,0.455949173391,0.404720719932,88334.8515625,146539.53125,130588.492188,170,256,256,2.97536921501,2.03449678421,2.79172110558,4.09988927841,1.0,1.0,1.0,570.016357422,267.275421143,331.910614014,554.803222656,236.42124939,52.6348381042,49.4410743713,84.65574646,924.946289062,837.843200684,593.12701416,941.53729248,218.332794189,270.755828857,165.536331177,269.118774414
52,sub-311,ses-FU,T1w,1.49849534035,0.477672666311,0.236824586987,1.14090764523,0.461276749566,194.107833862,2.13648,2.09071,2.21759,2.1034,0.159847331342,0.373609923582,0.466542745075,0.747145251179,99445.359375,167615.03125,170101.140625,170,256,256,2.7828309536,1.85796773434,2.67480874062,3.81571650505,1.0,1.0,1.0,599.873840332,273.851928711,333.016693115,566.777282715,230.780227661,56.1565208435,47.0794103622,75.9012298584,994.919189453,830.808837891,630.799255371,1000.04766846,237.811019897,256.571868896,178.293548584,281.644836426
53,sub-309,ses-BL,T1w,1.37923800945,0.434000372887,0.229080796242,1.87082660198,0.412918923341,23.6670818329,3.09602,2.98501,3.55056,2.80006,0.188251401639,0.398670396979,0.413078201382,0.812465919059,105339.890625,177166.828125,73483.71875,256,182,256,2.74239659309,1.43023133278,2.46306633949,4.33389282227,0.879999995232,1.20000004768,0.880000054836,485.891448975,153.625991821,266.674957275,586.108764648,181.743515015,67.504737854,38.9451599121,142.27935791,830.827514648,256.388183594,492.978973389,869.772583008,212.837677002,87.3753204346,138.402633667,231.634933472
54,sub-206,ses-BL,T1w,1.5513625145,0.455715209246,0.262054413557,1.85212659836,0.413815300937,313.331787109,3.24148,3.12784,3.70635,2.93792,0.207844689706,0.382276294247,0.409879016048,0.501635143792,91800.984375,173360.71875,68699.828125,256,182,256,2.71141123772,1.38067138195,2.45071792603,4.30284452438,0.880000114441,1.20000004768,0.879999995232,529.650024414,170.660003662,290.671569824,648.450256348,193.828430176,74.7730560303,51.6628379822,170.979232788,920.685058594,279.560241699,544.210632324,965.414733887,237.213806152,90.9162216187,152.762161255,251.824630737
55,sub-104,ses-FU,T1w,1.8294454813,0.445130884647,0.236049890518,1.2537586689,0.399276330076,266.012145996,2.10963,2.08168,2.25666,1.99866,0.1754314518,0.363000514028,0.461568034172,0.396203976786,77811.96875,118688.140625,108112.992188,170,256,256,3.17074108124,2.09381508827,3.08232474327,4.33608341217,1.0,1.0,1.0,682.936340332,304.169403076,381.076141357,663.006469727,256.738220215,72.4329528809,46.7046203613,110.343063354,1108.890625,895.851928711,716.736419678,1119.81567383,268.254394531,297.157196045,207.117385864,312.045593262
56,sub-319,ses-BL,T1w,1.12873148918,0.434796392918,0.248722314835,1.77477002144,0.415633253408,20.0987586975,3.16432,3.0443,3.63979,2.85942,0.189291218708,0.419648377312,0.391060403979,0.856419172087,88803.78125,170914.109375,68473.1953125,256,182,256,2.7234852314,1.36210525036,2.51678991318,4.29156017303,0.880000054836,1.20000004768,0.879999995232,708.469848633,222.596221924,413.796417236,853.225158691,257.62802124,90.9275360107,70.3174209595,216.407745361,1232.57324219,373.812957764,782.987121582,1298.24316406,313.419616699,129.060745239,216.939620972,342.788269043
57,sub-122,ses-BL,T1w,1.68600928783,0.409235447645,0.237074539065,1.51764857769,0.43214160153,293.338348389,3.01248,2.94357,3.42582,2.71102,0.162671722616,0.414612262725,0.42271601466,0.386462059876,98334.953125,168814.328125,77685.8828125,256,182,256,2.38410568237,1.28866457939,2.17300200462,3.6906504631,0.880000054836,1.19999992847,0.879999995232,506.418060303,163.773925781,286.00592041,592.958984375,198.126327515,60.9238586426,44.3662567139,148.771835327,845.574829102,275.961669922,520.696887207,884.492492676,212.885528564,129.079833984,145.736022949,232.599655151
58,sub-202,ses-BL,T1w,1.51955890656,0.407467991114,0.232106983662,1.50605094433,0.392242369074,22.9522094727,2.96627,2.91685,3.32524,2.6909,0.183665899533,0.39960072671,0.416733373757,0.803684483653,90795.21875,145345.0625,65306.3867188,256,182,256,2.46843123436,1.37275385857,2.26324439049,3.76929545403,0.879999995232,1.20000004768,0.880000054836,459.676269531,155.718856812,256.956207275,535.307556152,186.732803345,64.8604812622,36.5880508423,131.734283447,770.272827148,259.675292969,469.749694824,802.367492676,188.029373169,89.9930877686,133.019683838,213.46812439
59,sub-125,ses-BL,T1w,1.22843575478,0.49144423008,0.269881635904,1.80214107037,0.357996871622,25.1127033234,3.11428,3.01566,3.55837,2.81474,0.189362090397,0.421231558228,0.389406351375,0.789308263566,69364.359375,122676.007812,49590.7695312,256,182,256,2.58320808411,1.28018510342,2.33364915848,4.13578987122,0.879999995232,1.20000004768,0.880000054836,470.080657959,144.799957275,263.611694336,572.280578613,174.334594727,60.351474762,36.388381958,140.101760864,814.618041992,240.898712158,484.967163086,852.654663086,208.261672974,72.8416519165,137.044555664,230.199234009
60,sub-314,ses-FU,T1w,1.53667724133,0.456461340189,0.207390472293,0.984768986702,0.470889982274,295.882354736,2.01809,2.01556,2.09908,1.94266,0.152090055064,0.394841295582,0.453068649354,0.708821761347,77077.140625,147875.171875,156130.796875,170,256,256,2.8360273838,1.93466722965,2.79432296753,3.77909207344,1.0,1.0,1.0,718.493286133,336.919616699,421.054901123,643.542236328,285.003173828,58.4256477356,65.6055374146,78.2666091919,1167.41687012,981.068603516,783.758728027,1161.93603516,272.50213623,325.35534668,217.926193237,330.363342285
61,sub-218,ses-BL,T1w,1.29659116268,0.410446673632,0.244506582618,1.68604445457,0.388025850791,29.0892677307,3.06066,2.98626,3.49854,2.7443,0.182093209591,0.402680830733,0.415225959676,0.78123835338,87474.9765625,153710.828125,65567.546875,256,182,256,2.61616134644,1.375207901,2.39361596107,4.07966041565,0.879999995232,1.20000004768,0.879999995232,554.532165527,176.551895142,308.519470215,658.706237793,212.55645752,72.9548721313,46.2482872009,169.359634399,929.077392578,294.836364746,565.674438477,970.217346191,232.643569946,96.9404449463,160.347503662,255.141281128
62,sub-122,ses-FU,T1w,1.36980760098,0.404747784138,0.184839993715,1.13964152336,0.4626770017,457.653869629,2.11455,2.0978,2.21977,2.03039,0.146861140673,0.389121514442,0.464017344886,0.353315074156,89090.671875,160663.453125,164378.28125,170,256,256,3.11403870583,2.19780731201,3.00233387947,4.14197540283,1.0,1.0,1.0,896.720031738,441.256744385,516.063537598,821.782653809,368.903289795,76.4256210327,80.8803100586,114.151847839,1447.77148438,1308.56176758,953.58026123,1433.85058594,339.087799072,435.46786499,267.606872559,407.734741211
63,sub-308,ses-BL,T1w,1.57553732395,0.411594420671,0.235673740506,1.7184548378,0.432334954207,30.7839069366,3.08665,2.97149,3.58931,2.75727,0.163000890389,0.415932560824,0.421066548787,0.756347534193,98542.6953125,177983.9375,73910.453125,256,182,256,2.46090316772,1.22777104378,2.21824193001,3.93669676781,0.880000054836,1.20000004768,0.879999935627,723.591186523,211.593933105,400.325134277,869.288757324,263.352416992,79.0057296753,57.4312400818,216.354537964,1225.60168457,369.706054688,729.283630371,1281.31091309,315.301086426,130.71484375,204.148712158,340.928894043
64,sub-304,ses-BL,T1w,1.31755280495,0.454933702946,0.254550069571,2.14133548737,0.371116740981,25.010679245,3.29088,3.13173,3.80911,2.98764,0.1857905434,0.410366238102,0.403843218497,0.795955942791,83010.7734375,153741.90625,56710.1367188,256,182,256,3.04040074348,1.49656879902,2.74164915085,4.88298463821,0.879999876022,1.20000004768,0.879999995232,749.678771973,225.214660645,414.04296875,922.042541504,268.668365479,99.5067977905,64.7790679932,242.761911011,1303.5390625,368.175140381,776.153015137,1368.21850586,336.829589844,135.674407959,219.562728882,353.931091309
65,sub-303,ses-BL,T1w,1.00070846081,0.396203011274,0.232863232493,1.74593317509,0.373947478313,23.4902420044,3.06854,2.95454,3.53165,2.76904,0.172343840707,0.414923065006,0.412733094287,0.800879370106,81380.984375,133977.375,57447.9453125,256,182,256,2.65539550781,1.37016701698,2.4250433445,4.17097663879,0.879999935627,1.20000016689,0.879999935627,658.21661377,205.083297729,369.65322876,784.467468262,242.21206665,78.5101318359,51.1152381897,200.451609039,1106.65856934,346.613830566,668.171264648,1156.77148438,279.905456543,134.27571106,189.345397949,304.459503174
66,sub-117,ses-FU,T1w,1.7823830843,0.376312166452,0.161187022924,0.888276994228,0.47457205866,190.187957764,2.06399,2.0353,2.21965,1.94629,0.171980188072,0.364366825801,0.463652986127,0.419102196753,85240.8984375,148779.578125,179672.1875,170,256,256,2.93255209923,2.11250042915,2.89843916893,3.78671598434,1.0,1.0,1.0,890.247375488,455.459655762,504.971496582,778.63494873,364.469848633,87.3325805664,83.4075241089,91.3355144501,1436.85229492,1244.96170044,974.25592041,1408.81616211,334.312683105,405.342285156,272.51260376,393.230743408
67,sub-121,ses-FU,T1w,1.673579216,0.410064578056,0.202828109264,1.38431024551,0.447546748895,377.511047363,2.05995,2.07519,2.15991,1.95019,0.163618085274,0.36818407374,0.468197840986,0.715467039366,94058.125,151242.34375,139741.984375,170,256,256,3.50673556328,2.39507842064,3.37040901184,4.75471925735,1.0,1.0,1.0,685.484069824,317.393188477,384.886871338,658.068664551,270.605133057,61.2840995789,49.6640014648,103.466842651,1114.25646973,912.628479004,721.613708496,1124.8684082,263.852264404,301.159362793,204.693893433,314.203704834
68,sub-306,ses-FU,T1w,2.14737129211,0.429016232491,0.189306631684,1.13188123703,0.452624894221,248.169433594,2.14348,2.13416,2.23526,2.06446,0.172383247786,0.351719659109,0.475897093105,0.446711615803,88067.71875,142255.015625,151524.453125,170,256,256,3.17728066444,2.25224137306,3.07385993004,4.20574092865,1.0,1.0,1.0,832.973388672,410.447296143,460.066986084,770.757141113,342.229309082,88.1072692871,68.2445449829,98.5758590698,1348.78613281,1167.60510254,879.059631348,1342.07568359,311.752471924,357.698974609,248.566955566,375.331634521
69,sub-108,ses-BL,T1w,1.5231897831,0.508602917194,0.274768769741,1.54212856293,0.421700244617,150.205429077,2.97056,2.87485,3.35538,2.71744,0.19488808271,0.419539025556,0.385572891734,0.523943347119,100893.492188,173938.078125,77621.140625,256,182,256,2.33488416672,1.20060384274,2.13095998764,3.67308855057,0.879999935627,1.20000004768,0.879999995232,636.764404297,205.919647217,365.87588501,759.680786133,238.285797119,79.2300415039,56.0370407104,181.097427368,1108.02893066,349.485839844,671.171691895,1171.57189941,283.306213379,126.34601593,188.769882202,322.946929932
70,sub-119,ses-BL,T1w,1.02130579948,0.353397607803,0.195989921689,1.60064351559,0.400278149361,47.870513916,2.95718,2.87697,3.36468,2.6715,0.155241354261,0.388603522384,0.456155123355,0.502696249396,92602.40625,143687.78125,70642.9453125,256,182,256,2.65366959572,1.48984074593,2.43526244164,4.03590583801,0.879999995232,1.19999992847,0.879999995232,506.023773193,165.752365112,275.879821777,578.086730957,197.022354126,60.3778190613,37.624912262,146.940689087,826.22277832,289.177978516,502.089233398,854.822814941,203.215759277,121.000900269,142.319137573,224.371627808
71,sub-311,ses-BL,T1w,1.70484769344,0.383932948112,0.203012421727,1.71398329735,0.417024066874,18.5838336945,3.2402,3.13138,3.6971,2.93846,0.182469015809,0.383474753184,0.434056231007,0.816143203246,96176.1015625,179642.515625,74396.59375,256,182,256,2.54124712944,1.28394496441,2.31290650368,4.02688980103,0.880000054836,1.20000004768,0.879999995232,504.984863281,155.127090454,276.292907715,607.493041992,182.91506958,63.8409576416,44.9757003784,160.283920288,860.776794434,261.819610596,512.879516602,903.815673828,220.451187134,86.446975708,144.167175293,231.414611816
72,sub-124,ses-FU,T1w,2.56152796745,0.601992487907,0.284706145525,1.15688800812,0.451664274159,298.020233154,2.05315,2.01939,2.0986,2.04226,0.164001989598,0.396023669342,0.43997434106,0.534053213038,88267.3515625,161394.375,171489.78125,170,256,256,3.31677055359,2.24820518494,3.27260899544,4.42949724197,1.0,1.0,1.0,784.168762207,361.924835205,458.110107422,706.323791504,326.69744873,73.9691848755,72.921333313,102.694328308,1288.29748535,986.256408691,856.810241699,1282.13330078,295.064758301,307.651824951,239.688858032,360.529602051
73,sub-213,ses-BL,T1w,1.24631941319,0.485743403435,0.248734503984,1.90790355206,0.418616250333,75.2404785156,3.1313,3.03959,3.57252,2.82738,0.189496768519,0.397509714397,0.412993517084,0.486120907476,105707.226562,179351.78125,81079.453125,256,182,256,2.83939743042,1.46200048923,2.57414388657,4.48204755783,0.879999995232,1.19999992847,0.879999995232,711.403930664,223.188964844,387.824829102,846.023254395,259.079498291,96.5209121704,55.5644378662,206.381866455,1240.27429199,374.838439941,733.139892578,1306.42224121,316.135253906,118.659416199,207.082275391,352.008636475
74,sub-316,ses-BL,T1w,1.28125846386,0.386206269264,0.213585719466,1.35670948029,0.440947009462,30.7863178253,2.93686,2.85662,3.35657,2.64181,0.190440665815,0.359146365645,0.45041296854,0.50100651798,104558.273438,160727.125,73571.953125,256,182,256,2.2640812397,1.26139068604,2.0870718956,3.44378137589,0.879999995232,1.20000004768,0.879999995232,465.228607178,155.838943481,246.2290802,537.717224121,176.706848145,69.2132888794,32.5513801575,138.451538086,759.529418945,260.410095215,455.717651367,790.530639648,189.503936768,94.4522323608,130.649398804,205.145568848
75,sub-314,ses-BL,T1w,1.29902505875,0.481747090816,0.261233836412,1.33446109295,0.424929244733,48.4833259583,3.19919,3.10802,3.67761,2.86463,0.173354482308,0.402754989356,0.423890528336,0.478899704723,92528.4609375,146156.21875,71243.234375,256,182,256,2.22764015198,1.24161100388,2.05342411995,3.38788509369,0.879999995232,1.20000004768,0.879999995232,462.654266357,154.98588562,263.226287842,535.603759766,184.160995483,60.7731437683,40.8223571777,134.713912964,776.545532227,263.964111328,484.957305908,816.44708252,196.835571289,105.924942017,138.377380371,217.014068604
76,sub-211,ses-FU,T1w,1.33461022377,0.390415221453,0.175795838237,0.963057100773,0.485355107202,185.558059692,2.144,2.15399,2.22467,2.05667,0.183869182409,0.344337863026,0.471792954565,0.704232827635,102038.375,182283.140625,207870.46875,170,256,256,3.03929901123,2.09388375282,3.03047800064,3.99353504181,1.0,1.0,1.0,820.481506348,387.82119751,460.414428711,743.530151367,323.316223145,86.7015457153,78.1900100708,103.791625977,1339.45300293,1055.72644043,897.367492676,1319.65808105,310.006896973,319.309875488,251.737670898,363.55569458
77,sub-303,ses-FU,T1w,1.3721473217,0.393625706434,0.186021834612,1.05970573425,0.426049277832,139.812576294,2.20075,2.1859,2.32072,2.10117,0.168848666864,0.37292945548,0.458221877656,0.524019135275,72096.40625,122043.257812,130867.8125,170,256,256,2.88273882866,1.924721241,2.83189463615,3.89160037041,1.0,1.0,1.0,794.182617188,363.495605469,454.395446777,731.062744141,306.825408936,89.8384780884,69.5266265869,93.8888931274,1288.66662598,1006.3873291,852.974609375,1294.80322266,297.555755615,298.044952393,238.822814941,364.721221924
78,sub-211,ses-BL,T1w,0.982466638088,0.377654671669,0.209733068943,1.74521827698,0.427542369197,60.4319610596,3.07809,3.02003,3.48304,2.77253,0.15513180154,0.400892001031,0.443976197429,0.730316592077,110598.515625,178393.796875,83645.6953125,256,182,256,2.70647525787,1.45556938648,2.45931887627,4.20453739166,0.879999995232,1.20000004768,0.879999935627,716.374328613,222.790145874,393.017913818,835.561401367,273.516021729,85.2544326782,56.1483764648,211.330001831,1207.59912109,381.890319824,722.495178223,1264.36657715,301.438110352,149.314163208,203.309371948,328.360168457
79,sub-101,ses-FU,T1w,1.48380947113,0.496379256248,0.248977646232,1.0390137434,0.462754498979,286.955078125,2.1609,2.1908,2.23341,2.06222,0.183040927461,0.355604671549,0.46135440099,0.443651680564,79904.703125,139008.359375,140706.3125,170,256,256,2.85971045494,1.86102867126,2.83954429626,3.87855815887,1.0,1.0,1.0,913.746582031,402.740264893,522.096862793,864.007629395,327.860565186,96.0707778931,76.8567810059,136.634170532,1486.80957031,1174.19750977,991.206359863,1486.80957031,350.846191406,350.740386963,279.755279541,410.78338623
80,sub-124,ses-BL,T1w,1.10995697975,0.481889426708,0.248320519924,1.77855956554,0.419615430052,128.332717896,3.07875,3.01572,3.52453,2.74557,0.18664181037,0.401364918717,0.411993270913,0.449785119205,100123.070312,167662.671875,76910.234375,256,182,256,2.70704269409,1.43267786503,2.45494556427,4.23350524902,0.879999995232,1.20000004768,0.879999995232,701.624206543,225.664550781,388.963989258,828.940063477,264.899383545,95.1475524902,57.8995628357,195.971740723,1210.96862793,377.075958252,719.012634277,1270.43579102,304.416778564,119.772216797,202.993865967,342.952606201
81,sub-101,ses-BL,T1w,0.843838095665,0.368052452803,0.21623827517,1.77212798595,0.39213703334,25.3014888763,3.08415,3.07489,3.45369,2.76244,0.195145299893,0.369559781473,0.435294918634,0.603719147812,85653.03125,149868.015625,61012.6992188,256,182,256,2.76360630989,1.42363393307,2.54752850533,4.31965637207,0.880000054836,1.20000016689,0.880000054836,744.429504395,234.868972778,401.236724854,890.087341309,266.001464844,99.0492782593,56.7310180664,240.75567627,1242.95227051,386.911193848,744.804077148,1296.15246582,315.929840088,121.320144653,213.302200317,331.330230713
82,sub-222,ses-BL,T1w,0.958349943161,0.336895555258,0.1766076684,1.94062709808,0.404686458506,27.9654483795,3.07708,2.99631,3.51117,2.76935,0.168401062543,0.393632272459,0.437966664997,0.83116653761,90762.2109375,150143.96875,67309.0546875,256,182,256,3.17181110382,1.71928226948,2.92776203156,4.86838912964,0.879999995232,1.19999992847,0.879999935627,542.183898926,175.341217041,303.128631592,632.949584961,204.250671387,68.0835571289,45.6539421082,163.400680542,907.780761719,295.028747559,567.362976074,945.604980469,227.077682495,121.493377686,159.942886353,244.21270752
83,sub-116,ses-BL,T1w,1.3976534605,0.406205773354,0.216906636953,1.66756749153,0.384123986136,78.2677459717,3.07438,2.98914,3.5122,2.76787,0.143081187792,0.414201043166,0.442717769042,0.406788200199,91468.3984375,137465.3125,74619.640625,256,182,256,2.75447249413,1.57116687298,2.51234126091,4.17990875244,0.879999995232,1.20000004768,0.879999995232,809.603149414,265.008148193,452.919616699,914.207641602,319.91494751,97.0727081299,61.8343048096,217.542373657,1327.4083252,463.160430908,829.868463135,1389.48132324,334.827667236,195.512420654,233.693572998,378.544006348
